Date,Adj Close,Close,High,Low,Open,Volume
2010-01-01,46.40934512489721,69.39535281532689,70.0132020649157,68.79422559236225,69.56741774709602,4734152.0
2010-01-01,44.82447031924599,66.80293956555818,67.27424782200863,66.13404243870785,66.81482214676707,4722336.684210527
2010-01-01,46.098351685897164,68.39246733292289,68.79635023034137,67.8715289572011,68.27759187117867,4735437.304347826
2010-01-01,48.09136508759998,71.34933980305989,71.80203937348865,70.78396170479911,71.27090272449311,5490608.19047619
2010-01-01,47.17038497924805,69.78093528747559,70.84322738647461,68.44983348846435,70.09740829467773,6552501.15
2010-01-01,44.5883823741566,65.6578747142445,66.36781761863016,64.9384313063188,65.76352986422452,6219607.7272727275
2010-01-01,47.05935487293062,69.29646373930431,69.78539639427548,68.4452144077846,69.17423139299665,5100467.285714285
2010-01-01,47.63994719765403,69.92056898637252,70.5199141068892,69.2664944041859,69.95059204101562,4062110.6818181816
2010-01-01,48.5842543102446,71.00772385370163,71.45007215227399,70.32767958868118,70.81262933640252,3648352.380952381
2010-01-01,50.79494439987909,74.23873211088635,74.76309967041016,73.54674275716145,74.28611319405692,4672265.0
2010-01-01,48.8727297101702,71.20202273414249,71.70648120698475,70.62549772716704,71.22033655075799,4860583.952380952
2010-01-01,49.615993152965196,71.97514447298917,72.46883531050248,71.45826998623934,71.93333851207386,4193523.909090909
2011-01-01,50.67982997894287,73.5183937072754,74.05184020996094,73.0,73.45694007873536,4232303.15
2011-01-01,52.33055456061112,75.68077810187089,76.09663792660362,75.09989367033306,75.50519280684621,4158913.6315789474
2011-01-01,53.08135040946629,76.45157789147419,77.10847771686056,75.8270320063052,76.42831221870755,4200440.391304348
2011-01-01,54.486763381958006,78.4757526397705,78.86831092834473,77.88837814331055,78.35326042175294,3874077.2
2011-01-01,55.167685190836586,79.22041756766183,79.82122911725726,78.68729000999814,79.30562191917782,3769666.6666666665
2011-01-01,53.73783284967596,76.85466731678356,77.440711628307,76.3275312943892,76.8390849720348,3670301.0454545454
2011-01-01,55.15515308380127,78.881689453125,79.5037628173828,78.36078605651855,78.98913040161133,5177609.55
2011-01-01,47.6972772349482,67.95804794974948,68.99229364809783,66.88636016845703,68.08601080853006,7834538.434782608
2011-01-01,45.60956627982004,64.70735767909459,65.71428625924247,63.897914341517854,65.04618526640392,6623795.428571428
2011-01-01,45.489169166201634,64.53655043102447,65.30657777332124,63.4535756792341,64.21603811354865,6463098.571428572
2011-01-01,46.89712796892439,66.37720961797805,67.0106702532087,65.68840553646996,66.30753271920341,5404450.714285715
2011-01-01,47.914100646972656,67.40643419538226,68.1004137311663,66.8374750046503,67.67757633754185,4552055.80952381
2012-01-01,50.59330024719238,71.17558479309082,71.53177299499512,70.59155502319337,71.01045227050781,4203192.45
2012-01-01,52.34067344665527,73.33737525939941,73.64423065185547,72.93645477294922,73.26254158020019,3384076.1
2012-01-01,52.84516369212758,73.74734011563388,74.03276062011719,73.30229637839578,73.68083052201705,3285118.4545454546
2012-01-01,52.41449089050293,73.14632148742676,73.5447322845459,72.64506683349609,73.12918090820312,3252611.5
2012-01-01,51.85690012845126,72.07471882213245,72.54142726551403,71.58596905795011,72.07167885520242,3255522.8636363638
2012-01-01,52.0290036882673,72.01106879824684,72.41519383021763,71.47873942057292,71.903566632952,3728427.4285714286
2012-01-01,53.98228400094168,74.7145254952567,75.16443779355004,74.0133775983538,74.51743970598493,3704057.523809524
2012-01-01,55.912317027216375,77.18081996751869,77.5189039810844,76.7667591260827,77.12883592688519,2535894.434782609
2012-01-01,56.39409255981445,77.46171449360095,77.9273019087942,76.95300172504626,77.48195688348068,4094946.5789473685
2012-01-01,56.25616582234701,77.27225639706566,77.86072649274554,76.88087209065755,77.51632399786087,3910105.714285714
2012-01-01,54.60992159162249,74.7830069405692,75.30299450102306,74.19095429920014,74.60503314790272,3318660.8571428573
2012-01-01,56.684398078918456,77.24707374572753,77.67433166503906,76.69774284362794,77.1325252532959,3280041.9
2013-01-01,60.10077630905878,81.90277135939826,82.11219969249908,81.2732925415039,81.56951722644624,3566061.904761905
2013-01-01,63.29084476671721,85.88100674277858,86.31314890008224,85.37625443307977,85.74194657175164,3015493.736842105
2013-01-01,65.06330585479736,88.01463317871094,88.37667274475098,87.55936393737792,87.9230770111084,2997696.2
2013-01-01,65.49256272749467,88.59531818736683,89.08482811667703,87.96404717185281,88.54172966697,3654894.409090909
2013-01-01,68.06905191594905,91.87937025590377,92.29362938620828,91.36097578568892,91.60801141912287,3388115.6818181816
2013-01-01,68.48862075805664,92.02006645202637,92.72951469421386,91.4469066619873,92.18561820983886,3187106.8
2013-01-01,71.19221184470437,95.65255425193094,96.06757354736328,95.05738761208274,95.39145625721325,2855161.8181818184
2013-01-01,72.40921263261275,97.05875674161044,97.54104579578747,96.61979293823242,97.14046859741211,2394576.909090909
2013-01-01,74.2929027557373,99.16178932189942,99.66178970336914,98.5852840423584,99.04807662963867,3182406.5
2013-01-01,76.17566316024117,101.67478511644447,102.11829309878142,100.95972110914147,101.40904468038808,2826522.347826087
2013-01-01,81.15197944641113,108.09071922302246,108.50752410888671,107.4101173400879,107.80392951965332,2740508.5
2013-01-01,83.14913322812035,110.3344475882394,111.05589984712147,109.59030151367188,110.17518724714007,4179279.5714285714
2014-01-01,84.93803551083519,112.70823342459542,113.67813328334263,112.13807968866257,113.06577482677642,3438181.0476190476
2014-01-01,82.76356225264699,109.27389606676604,110.0158422369706,108.31499681974712,109.05650369744552,3923490.6315789474
2014-01-01,84.38131168910435,111.09531874883743,111.8581782749721,110.50684828985305,111.21317073277065,3429632.476190476
2014-01-01,86.49880182175409,113.88318198067802,114.46169753301712,113.11235809326172,113.82783798944382,2984942.6666666665
2014-01-01,89.88285173688617,118.04905264718192,118.52962275913784,117.34472038632347,117.8937723068964,2761860.095238095
2014-01-01,91.98215012323288,120.21938214983258,120.64221954345703,119.63210732596261,120.16284434000652,2030591.4761904762
2014-01-01,92.4900859485973,120.88324806906961,121.51565863869406,120.35877123746005,121.01816593516956,2354657.590909091
2014-01-01,91.35223461332775,119.06792413620721,119.51903170631046,118.48065040225075,119.00581287202381,2336915.714285714
2014-01-01,92.9659180414109,120.64381227039155,121.17932746523903,120.04698144821893,120.66013735816593,2948863.3333333335
2014-01-01,91.10641413149627,118.23069696841033,119.2849349975586,116.92598591680112,117.92205910060717,4418939.130434782
2014-01-01,101.96824284603721,132.01108912417763,132.44323087993422,131.20709469443872,131.73164929841695,2584826.6842105263
2014-01-01,105.32219557328658,135.806096163663,136.68858268044212,134.8901630748402,135.73730676824397,2905181.9545454546
2015-01-01,105.2290828704834,135.6860366821289,136.9184768676758,134.46948318481446,135.87332763671876,3272572.95
2015-01-01,108.67734447278474,139.47324331183182,139.84729807000411,138.47209809955797,139.08774847733346,2352059.947368421
2015-01-01,107.98923804543234,138.21564344926313,139.09281019731,137.22750022194603,138.17535608465022,2617288.3181818184
2015-01-01,106.52982548304966,136.34774707612536,137.285396030971,135.39695594424293,136.44569396972656,3032184.6666666665
2015-01-01,105.15027198791503,134.2257522583008,134.8879608154297,133.55434875488282,134.11622009277343,2560480.6
2015-01-01,103.8293509049849,131.8926738392223,132.85687186501244,131.36477661132812,132.0408928611062,2637571.409090909
2015-01-01,101.34607592496005,128.73821674693716,129.53481258045542,128.0902238325639,128.8598369251598,2977474.590909091
2015-01-01,96.61110578264508,122.2985349382673,123.4659191313244,121.29718162899925,122.42713782900856,3373027.523809524
2015-01-01,93.34144083658855,117.58998253231957,118.48622385660808,116.67144448416573,117.65328834170387,3716239.6666666665
2015-01-01,99.95650412819602,125.92353335293856,126.5605056069114,124.67961398037997,125.38043525002219,2955631.3636363638
2015-01-01,105.209672164917,132.12583618164064,132.75083694458007,131.37750778198242,131.99540023803712,2535819.0
2015-01-01,102.31738524003462,127.89145625721325,128.9236842068759,126.97058417580344,127.8469897183505,3322531.409090909
2016-01-01,95.02205055638363,118.77266331722862,119.88954363371197,117.4898786042866,118.81050792493318,4014978.3157894737
2016-01-01,104.01421165466309,129.27884521484376,129.99289207458497,127.9611198425293,128.73996696472167,3156752.3
2016-01-01,109.78799126364969,136.05199085582387,136.4141852638938,135.02698308771306,135.64685197310015,2641404.090909091
2016-01-01,113.17980412074498,140.25521632603235,140.91097513834634,139.41670445033483,140.13696361723402,2211016.761904762
2016-01-01,113.87615276518322,140.6394326346261,141.3015623546782,139.78101675851005,140.51441301618303,2075515.5714285714
2016-01-01,115.557034925981,142.0682574185458,142.68508633700284,141.14510345458984,141.75585382634944,2552601.090909091
2016-01-01,121.51115798950195,149.38837890625,149.8720733642578,148.63377838134767,149.23578643798828,2307395.0
2016-01-01,122.38157919178839,149.9225676163383,150.44714222783628,149.29729561183763,149.8920321257218,1605692.391304348
2016-01-01,121.72387332007999,148.54156566801527,149.43860589890252,147.92283630371094,148.58615911574591,2172351.8571428573
2016-01-01,116.25787571498326,141.8713175455729,142.8758559454055,141.26572599865142,142.35308111281623,2385399.1904761903
2016-01-01,117.72203499930245,143.13107445126488,143.77209835960753,142.0699964250837,142.66881597609748,2497060.0476190476
2016-01-01,122.12712714785621,147.89815266927084,148.57381766183036,147.06242879231772,147.73849196661087,2219701.9523809524
2017-01-01,122.46634864807129,148.30894775390624,149.11078796386718,147.5288444519043,148.4510871887207,2271377.5
2017-01-01,125.38303535862973,151.26958264802633,151.69600316097862,150.29616185238487,150.6627341822574,2449489.789473684
2017-01-01,132.78244416610053,159.55758268936822,160.08433997112772,158.71891718325406,159.4023550282354,2327535.6086956523
2017-01-01,133.24912783974096,160.11837768554688,160.8339201274671,159.51636866519326,160.08361093621505,2202799.0
2017-01-01,138.24295529452237,165.57920282537287,166.01702603426847,164.59713953191584,165.2702178955078,2175670.8181818184
2017-01-01,146.69887750799006,175.0285048051314,175.8057167746804,174.28359707919034,175.0942521528764,2202575.3636363638
2017-01-01,145.7488914489746,173.8950668334961,174.8352844238281,172.97909698486328,174.030517578125,2124143.85
2017-01-01,144.05377794348675,171.5170142132303,172.24371470575747,170.66598842454994,171.5806300951087,1813468.8695652173
2017-01-01,147.470955657959,174.7462356567383,175.45986785888672,173.5627082824707,174.45192337036133,2137622.7
2017-01-01,156.52004727450284,185.46898720481178,186.334753556685,184.1064910888672,185.14974143288353,2509941.909090909
2017-01-01,163.7109157017299,193.64986456008185,194.42387317475817,192.22208804175966,193.0398951939174,1979288.9523809524
2017-01-01,168.69565658569337,198.69648818969728,200.3436470031738,197.89841003417968,199.37541885375975,2320168.3
2018-01-01,174.31919788178942,205.3201141357422,206.49824887230284,203.6622074672154,204.9792960030692,2796122.714285714
2018-01-01,167.35569923802427,196.45572863127055,199.16211820903578,194.18192090486227,196.90899497584292,3676843.947368421
2018-01-01,164.59585716610863,192.50836254301527,195.2014632452102,190.73419334774925,193.45357549758185,3169792.9523809524
2018-01-01,151.51715305873327,177.21173822312127,179.3155750093006,175.63863627115884,177.88580903552827,3838413.904761905
2018-01-01,143.42119598388672,167.12374531139028,168.06210257790306,165.67117795077237,166.82388028231534,3533261.227272727
2018-01-01,144.6481177920387,167.8033926827567,168.92658197312127,166.66308230445497,167.90054030645462,3008065.285714286
2018-01-01,145.24668448311942,168.49777003696985,169.52380879720053,166.61211867559524,167.8021966843378,2924054.8571428573
2018-01-01,148.60916535750678,171.9732427182405,172.87843455439028,170.78704303243885,171.96706091839334,2043173.608695652
2018-01-01,153.56189045153167,176.72548876310648,178.20630364668997,175.45810659308182,176.93319782457854,2837006.4210526315
2018-01-01,145.661841351053,167.63377911111584,169.6484673541525,165.825579435929,168.2034321660581,3499293.217391304
2018-01-01,145.92599341982887,167.47770400274368,168.74940345400856,165.3010035923549,166.81995428176154,2908985.1428571427
2018-01-01,142.2404889558491,162.36842024953742,165.24511477821753,160.55096033999794,163.3686852706106,3231094.6315789474
2019-01-01,141.1768319266183,161.15424601236978,162.22766476585753,159.10813831147692,160.5773191906157,3020879.6666666665
2019-01-01,151.1746247944079,171.80734252929688,172.57261175858346,170.46690770199424,171.584667005037,2320227.3684210526
2019-01-01,152.30582536969865,172.4303240094866,173.6765405564081,171.10885402134485,172.61825052897134,2704469.380952381
2019-01-01,155.660887218657,176.22870018368675,177.23044913155692,174.9729243687221,176.24701363699776,3127215.380952381
2019-01-01,127.65175767378373,144.1380351673473,145.54880038174716,143.25782914595172,144.80009252374822,5143060.909090909
2019-01-01,126.09457092285156,141.30727462768556,142.31688842773437,140.36036834716796,141.23871154785155,3375805.65
2019-01-01,129.5833969116211,145.21701257879084,146.59091047807172,143.57593536376953,145.35155001553622,3401907.772727273
2019-01-01,121.48267954046077,135.34242872758344,137.05989629572088,134.24977250532672,135.99156605113637,3439467.772727273
2019-01-01,125.17568435668946,138.7562698364258,139.88754119873047,137.61663894653321,138.87918090820312,3065425.75
2019-01-01,121.48927904211956,134.66991358217984,135.9997090878694,133.2419652524202,134.59502709430197,3505086.0434782607
2019-01-01,129.29682807922364,142.88545150756835,143.74540176391602,141.77717514038085,142.84155654907227,2902877.3
2019-01-01,130.5922088623047,143.27440752301897,144.40038117908296,142.03814188639322,143.13027663457962,3211778.238095238
2020-01-01,134.2543189639137,147.2921643938337,148.77249581473214,146.24820890880767,147.88342212495348,4025679.0
2020-01-01,120.58334872597142,131.48081448203638,133.53502895957544,130.55623947946648,132.51628313566508,4805993.7894736845
2020-01-01,107.42331071333452,116.59052900834517,119.52683154019442,112.65620318326083,116.28534490411931,8087765.136363637
2020-01-01,112.24229140508743,121.8207513718378,123.73825400216239,120.1664279756092,121.79208483014789,4688041.047619048
2020-01-01,113.89597053527832,123.1605354309082,124.61078491210938,121.40008277893067,123.26714096069335,5169010.35
2020-01-01,123.61258385398172,132.58551198785955,134.26991480047053,130.90681041370738,132.7413347417658,3640243.5454545454
2020-01-01,122.12792552601208,130.9930849942294,132.32973341508344,129.97719678011808,131.0675742409446,3187579.227272727
2020-01-01,126.42778632754371,135.10789816720145,136.0109089442662,133.93016415550596,134.7726545787993,2814484.1904761903
2020-01-01,129.71073005312965,137.62541852678572,139.53535534086683,136.12677074614027,137.88421703520277,3187544.9523809524
2020-01-01,130.58831856467506,138.55655323375356,140.15088098699397,137.3369563709606,138.59569896351206,2512654.727272727
2020-01-01,134.26082344055175,141.923494720459,143.48327865600587,140.482022857666,142.27257537841797,3213855.3
2020-01-01,138.42062239213422,145.36029260808772,146.41076244007456,144.32806396484375,145.3184849132191,2652570.4545454546
2021-01-01,136.40424387078536,143.24282756604646,144.85477969520971,141.45968949167352,143.3114776611328,4414001.631578947
2021-01-01,142.15023643092104,148.43029544228003,149.74080296566612,147.28701059441818,148.6903718647204,2725023.1052631577
2021-01-01,150.07412653384,156.05750971255094,157.2280790909477,154.4597930908203,155.4704079006029,3271892.0
2021-01-01,158.72046625046502,165.04857526506697,165.92530750093005,163.74860636393228,164.57716078985305,2644640.8571428573
2021-01-01,163.2861686706543,169.274666595459,170.22198867797852,167.92767639160155,169.14422988891602,2277548.8
2021-01-01,161.48183926669034,166.45294952392578,167.70104841752485,165.43896276300603,166.74368979714134,2789680.909090909
2021-01-01,162.02174304780505,167.0094757080078,168.04984755743118,165.57135009765625,166.6865735735212,2621335.8571428573
2021-01-01,160.73582319779828,165.14213978160512,166.20705205743963,164.21138763427734,165.32000454989347,2164912.1363636362
2021-01-01,150.53748212541853,153.7657267252604,155.61514572870163,152.87824503580728,154.4796142578125,3836386.523809524
2021-01-01,146.7849389939081,149.93271164667038,150.98502822149368,148.74781072707404,149.8025171189081,2747400.0476190476
2021-01-01,147.95469229561942,150.57772027878534,152.03455752418154,149.5516815185547,150.94202968052454,2728115.8095238097
2021-01-01,144.86127957430753,146.5392213301225,147.6493613503196,145.49635245583275,146.5673467462713,2627508.727272727
2022-01-01,145.02129211425782,146.70108795166016,148.42516708374023,145.04180526733398,147.15635452270507,3728266.9
2022-01-01,129.58827811793276,130.56416120027242,132.09470287122224,129.25233258699117,130.9721001072934,4792586.052631579
2022-01-01,123.01803058126698,123.01803058126698,124.38236103887144,121.84201049804688,123.16089762812075,4310794.826086956
2022-01-01,124.12708969116211,124.12708969116211,125.39339485168458,122.96864471435546,124.28344497680663,3212450.0
2022-01-01,124.15711103166852,124.15711103166852,125.44752284458706,122.16475532168434,124.04483141217914,3520460.1428571427
2022-01-01,114.46209535144624,114.46209535144624,115.929686773391,113.42490859258743,115.02906472342355,3633106.285714286
2022-01-01,110.8607852935791,110.8607852935791,111.72658882141113,109.51337852478028,110.65133781433106,4012538.3
2022-01-01,119.40744482952616,119.40744482952616,120.87574602210003,118.33030435313349,119.83677474312161,15864971.130434783
2022-01-01,97.93239484514508,97.93239484514508,99.41511390322731,96.87529936290923,98.30068461100261,13770681.38095238
2022-01-01,96.57150777180989,96.57150777180989,97.54937017531623,95.0143338158017,95.92809404645648,4151133.761904762
2022-01-01,106.17733800978888,106.17733800978888,107.29574802943638,104.99561963762555,106.37840379987445,2990296.238095238
2022-01-01,103.19039699009487,103.19039699009487,104.31637282598587,102.10264405750092,103.34806496756417,3369280.095238095
2023-01-01,101.82441520690918,101.82441520690918,103.13921432495117,100.63796043395996,101.92015075683594,4604037.85
2023-01-01,94.58194050035979,94.58194050035979,95.58660446970086,93.56055289820621,94.68403424714741,3512828.263157895
2023-01-01,87.53853408150052,87.53853408150052,88.60295270836872,86.71331886623217,87.90860880976138,4709016.0
2023-01-01,87.41946812679893,87.41946812679893,88.18825892398232,86.76113449899773,87.5057208412572,3893703.947368421
2023-01-01,83.68995146317916,83.68995146317916,84.67353335293856,82.94618433172053,84.09014892578125,3680521.5454545454
2023-01-01,84.03129504975819,84.03129504975819,84.9597872779483,82.79343959263393,83.81111653645833,5414639.333333333
2023-01-01,86.84489936828614,86.84489936828614,87.64590225219726,85.85827713012695,86.48829345703125,4708998.75
2023-01-01,86.39123203443444,86.39123203443444,87.38585098930027,85.81249137546705,86.7478551449983,3815598.695652174
2023-01-01,84.2658863067627,84.2658863067627,85.39506721496582,83.7637954711914,84.8005859375,4500243.05
2023-01-01,74.31172006780452,74.31172006780452,75.12845854325728,73.55541159889914,74.46982366388494,4546034.045454546
2023-01-01,79.1993161156064,79.1993161156064,79.71372876848493,78.5085198538644,79.07389649890717,3805074.0
2023-01-01,87.87165565490723,87.87165565490723,88.52884635925292,86.91220779418946,87.47366180419922,4490836.45
2024-01-01,86.86016882033576,86.86016882033576,87.8384290422712,85.96352895100911,87.14803205217633,5641036.523809524
2024-01-01,77.6166389465332,77.6166389465332,78.1103687286377,76.9644645690918,77.60242538452148,4631181.0
2024-01-01,84.0719066619873,84.0719066619873,84.89506721496582,83.09782638549805,83.77006683349609,8078986.0
2024-01-01,92.26772759177469,92.26772759177469,93.24545392123136,91.18181852860884,92.22136341441761,5082609.090909091
2024-01-01,96.90599975585937,96.90599975585937,98.24400024414062,96.56599884033203,97.46399841308593,6087448.0
